Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
SE;SP;CATANDUVA;COOPERCITRUS COOPERATIVA DE PRODUTORES RURAIS; 45.236.791/0099-03;RUA BRASIL;1805;;CENTRO;15800-030;GASOLINA ADITIVADA;08/07/2026;6,59;;R$ / litro;RAIZEN
S;PR;CURITIBA;PETRO KENNEDY COMERCIO E TRANSPORTE DE COMBUSTIVEIS LTDA; 15.119.679/0001-00;AVENIDA PRESIDENTE KENNEDY;2603;;AGUA VERDE;80610-010;GASOLINA ADITIVADA;07/07/2026;6,99;;R$ / litro;IPIRANGA
S;RS;VACARIA;ANDEBRAZ MEGA POSTOS LTDA; 04.596.456/0008-93;ESTRADA BR 116;S/N;KM 34,5;INDUSTRIAL;95200-000;GASOLINA ADITIVADA;06/07/2026;6,79;;R$ / litro;VIBRA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0093-15;QUADRA QS 09 RUA 120 LOTE;28;;AGUAS CLARAS;71977-180;GASOLINA ADITIVADA;07/07/2026;6,58;;R$ / litro;BRANCA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0074-52;QUADRA QI 18 LOTES 47/49/51/53;S/N;;TAGUATINGA;72135-180;GASOLINA ADITIVADA;07/07/2026;6,58;;R$ / litro;BRANCA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0026-55;SETOR SPMS EPIA LOTE 07;S/N;;N BANDEIRANTE;71727-800;GASOLINA ADITIVADA;07/07/2026;6,65;;R$ / litro;IPIRANGA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0051-66;SETOR SHCN SQ 313 BLOCO A PLL;1;;ASA NORTE;70766-010;GASOLINA ADITIVADA;07/07/2026;6,58;;R$ / litro;VIBRA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0085-05;AVENIDA SEGUNDA  AV. NORTE LOTE;46057;;SAMAMBAIA;72331-025;GASOLINA ADITIVADA;07/07/2026;6,58;;R$ / litro;BRANCA
CO;GO;VALPARAISO DE GOIAS;VALPARAISO REPRESENTACAO COMERCIAL DE COMBUSTIVEIS LTDA; 12.113.200/0001-30;AREA ESPECIAL ETAPA E LOTES;R S;;VALPARAISO I;72876-505;GASOLINA ADITIVADA;07/07/2026;6,79;;R$ / litro;BRANCA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0039-70;SETOR SHIS QI 13 LOTE 01;S/N;PLL;LAGO SUL;71635-013;GASOLINA ADITIVADA;07/07/2026;6,59;;R$ / litro;VIBRA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0059-13;AREA AREA CENTRAL 2/3 LOTE;1;;RIACHO FUNDO;71810-100;GASOLINA ADITIVADA;07/07/2026;6,49;;R$ / litro;VIBRA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0064-80;AVENIDA PRIMEIRA  AV. NORTE LOTE;46307;;SAMAMBAIA;72320-000;GASOLINA ADITIVADA;07/07/2026;6,46;;R$ / litro;BRANCA
S;PR;COLOMBO;AUTO POSTO PORA LTDA; 10.476.572/0001-03;RUA CASCAVEL;1664;;JARDIM GUARAITUBA;83410-270;GASOLINA ADITIVADA;07/07/2026;6,79;;R$ / litro;BRANCA
S;RS;NOVO HAMBURGO;ABASTECEDORA DE COMBUSTIVEIS NOVO HAMBURGO LTDA; 08.061.478/0004-86;ESTRADA PRESIDENTE LUCENA;5790;;PRIMAVERA;93344-420;GASOLINA ADITIVADA;09/07/2026;5,95;;R$ / litro;BRANCA
SE;MG;ARAXA;PETRO BULL COMBUSTIVEIS LTDA; 15.746.091/0001-86;AVENIDA   AMAZONAS;308;;SAO GERALDO;38180-084;GASOLINA ADITIVADA;07/07/2026;6,34;;R$ / litro;BRANCA
SE;SP;VINHEDO;AUTO POSTO PRIMAVERA DE VINHEDO LTDA; 07.685.460/0001-40;AVENIDA APPARECIDA TELLAU SERAPHIM;KM 76;;SAO JOAQUIM;13280-001;GASOLINA ADITIVADA;10/07/2026;6,49;;R$ / litro;VIBRA
SE;SP;PAULINIA;POSTO YUCATAN LTDA; 14.718.436/0001-25;AVENIDA ANTONIO BAPTISTA PIVA;1957;;LOTEAMENTO RESIDENCIAL YUCATAN;13140-031;GASOLINA ADITIVADA;07/07/2026;6,49;;R$ / litro;VIBRA
CO;GO;APARECIDA DE GOIANIA;TALISMA COMERCIO VAREJISTA DE DERIVADOS DE PETROLEO LTDA; 12.134.084/0001-35;AVENIDA RIO CLARO;S/N;QD-2/3 LT-1/2;JARDIM RIO GRANDE;74982-530;GASOLINA ADITIVADA;07/07/2026;7,04;;R$ / litro;IPIRANGA
S;RS;GUAIBA;ABASTECEDORA DE COMBUSTIVEIS RIOXEL LTDA; 03.358.858/0008-97;RUA BARRA DO RIBEIRO;211;SALA  01;COLUMBIA CITY;92717-085;GASOLINA ADITIVADA;06/07/2026;6,27;;R$ / litro;IPIRANGA
S;PR;TOLEDO;POSTO ROTATORIA LTDA; 15.438.785/0001-56;AVENIDA SENADOR ATTILIO FONTANA;5675;;CENTRO;85901-200;GASOLINA ADITIVADA;06/07/2026;6,53;;R$ / litro;IPIRANGA
S;PR;LONDRINA;AUTO POSTO V Y LTDA.; 12.645.178/0001-79;AVENIDA AYRTON SENNA DA SILVA;580;;FAZENDA PALHANO;86050-460;GASOLINA ADITIVADA;06/07/2026;7,19;;R$ / litro;IPIRANGA
S;RS;LAJEADO;COMERCIO DE COMBUSTIVEIS NEVOEIRO LTDA; 95.425.369/0021-04;AVENIDA PRESIDENTE CASTELO BRANCO;20;;CENTRO;95900-000;GASOLINA ADITIVADA;06/07/2026;6,54;;R$ / litro;IPIRANGA
SE;SP;SAO PAULO;AUTO POSTO SAO SEVERO LTDA; 05.891.678/0001-25;RUA SAO  SEVERO;813;;VILA RE;03666-000;GASOLINA ADITIVADA;07/07/2026;6,39;;R$ / litro;BRANCA
SE;SP;LINS;AUTO POSTO DO TUCA COMERCIO DE COMBUSTIVEIS LTDA; 16.777.693/0001-63;RUA TREZE DE MAIO;102;;CENTRO;16400-045;GASOLINA ADITIVADA;07/07/2026;6,16;;R$ / litro;BRANCA
SE;SP;SAO PAULO;AUTO POSTO PHENIX LTDA; 12.351.147/0001-05;AVENIDA MINISTRO LAUDO FERREIRA DE CAMARGO;253;261;JARDIM PERI PERI;05537-001;GASOLINA ADITIVADA;07/07/2026;6,34;;R$ / litro;IPIRANGA
SE;SP;VALINHOS;AUTO POSTO PAIQUERE LTDA; 13.527.575/0001-09;RUA DR. ERALDO AURELIO FRANZESE;15;LOT OURO VERDE;PAIQUERE;13271-608;GASOLINA ADITIVADA;07/07/2026;6,79;;R$ / litro;VIBRA
SE;MG;LAVRAS;POSTO PEREIRA & MOTA EMPREENDIMENTOS LTDA; 15.245.054/0001-94;RUA OTACILIO NEGRAO DE LIMA;286;;CENTRO;37200-000;GASOLINA ADITIVADA;09/07/2026;6,81;;R$ / litro;VIBRA
NE;BA;ITAMARAJU;POSTO LIMOEIRO COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA; 15.508.383/0001-80;RODOVIA BR 101, KM 806;S/N;;SEDE;45836-000;GASOLINA ADITIVADA;07/07/2026;7,44;;R$ / litro;RAIZEN
SE;MG;BELO HORIZONTE;NOVASOC COMERCIAL LTDA; 03.139.761/0044-57;AVENIDA CRISTIANO MACHADO;3800;;UNIAO;31160-342;GASOLINA ADITIVADA;07/07/2026;6,03;;R$ / litro;IPIRANGA
SE;MG;FORMIGA;AUTO POSTO AREIAS BRANCAS LTDA; 15.732.512/0001-10;AVENIDA RAMIRO CORREA;349;;AREIAS BRANCAS;35574-176;GASOLINA ADITIVADA;07/07/2026;6,29;;R$ / litro;RODOIL
SE;SP;ITAPOLIS;AUTO POSTO E CONVENIENCIA BHX LTDA; 04.464.161/0001-97;RUA JOSE ROSSI;685;;CENTRO;14900-000;GASOLINA ADITIVADA;09/07/2026;6,19;;R$ / litro;BRANCA
SE;SP;VARZEA PAULISTA;REDE N BRASIL DE POSTOS DE COMBUSTIVEIS LTDA; 13.836.779/0001-21;RUA PASCHOAL GIANFRANCESCO;60;;JARDIM SANTA CRUZ;13224-700;GASOLINA ADITIVADA;07/07/2026;6,69;;R$ / litro;RAIZEN
SE;SP;DIADEMA;POSTO DE SERVICOS PETRO MARTINS LTDA; 16.786.574/0001-77;AVENIDA BRASILIA;398;;CAMPANARIO;09931-400;GASOLINA ADITIVADA;08/07/2026;6,89;;R$ / litro;VIBRA
SE;MG;BETIM;POSTO BARRA SETE LTDA.; 14.719.755/0001-55;RODOVIA BR-381 FERNAO DIAS;0;"KM: 485,2;";SANTO ANTONIO;32684-298;GASOLINA ADITIVADA;08/07/2026;6,17;;R$ / litro;VIBRA
S;RS;CAXIAS DO SUL;SIM REDE DE POSTOS LTDA; 07.473.735/0061-12;RODOVIA RS 122;7488;KM    1,5;NOSSA SENHORA DE FATIMA;95043-730;GASOLINA ADITIVADA;06/07/2026;6,69;;R$ / litro;VIBRA
SE;SP;LIMEIRA;AUTO POSTO PORTAL DE LIMEIRA LTDA; 16.965.157/0001-91;RUA MAJOR  FRANCISCO BARCELLOS;778;;JARDIM GLORIA;13487-212;GASOLINA ADITIVADA;07/07/2026;6,39;;R$ / litro;IPIRANGA
SE;SP;SAO PAULO;CENTRO AUTOMOTIVO DESCAMPADO LTDA; 14.373.766/0001-26;RUA DESCAMPADO;22;;VILA VERA;04296-090;GASOLINA ADITIVADA;06/07/2026;6,89;;R$ / litro;IPIRANGA
S;RS;URUGUAIANA;AUTO POSTO LIMA LTDA; 15.525.218/0001-37;RUA DUQUE DE CAXIAS;2750;;SAO MIGUEL;97502-772;GASOLINA ADITIVADA;06/07/2026;6,49;;R$ / litro;RAIZEN
S;RS;LAJEADO;POSTO DE COMBUSTIVEIS MOINHOS LAJEADO LTDA; 15.705.425/0001-73;RUA CARLOS SPHOR FILHO;1520;;MOINHOS;95901-034;GASOLINA ADITIVADA;06/07/2026;6,43;;R$ / litro;CHARRUA
SE;SP;ITANHAEM;AUTO POSTO VILA SAO PAULO EIRELI; 08.425.042/0001-86;RUA JOAO MARIANO FERREIRA;355;;CIDADE ANCHIETA;11740-000;GASOLINA ADITIVADA;09/07/2026;6,65;;R$ / litro;IPIRANGA
SE;SP;SAO CAETANO DO SUL;AUTO POSTO ALETONI LTDA; 17.009.761/0001-07;AVENIDA GUIDO ALIBERTI;2949;;JARDIM SAO CAETANO;09521-040;GASOLINA ADITIVADA;06/07/2026;6,89;;R$ / litro;VIBRA
SE;MG;NOVA LIMA;POSTO S.R. LTDA; 17.011.467/0001-30;AVENIDA PRINCESA DIANA;565;;ALPHAVILLE - LAGOA DOS INGLESES;34018-006;GASOLINA ADITIVADA;07/07/2026;6,74;;R$ / litro;IPIRANGA
S;RS;ALVORADA;SIMBOLO COMBUSTIVEIS LTDA.; 17.198.534/0001-77;AVENIDA PRESIDENTE GETULIO VARGAS;3461;;MARIA REGINA;94818-000;GASOLINA ADITIVADA;07/07/2026;6,39;;R$ / litro;BRANCA
S;RS;CAXIAS DO SUL;SIM REDE DE POSTOS LTDA; 07.473.735/0063-84;RODOVIA BR 116;15;KM    145,4;SAO CIRO;95059-520;GASOLINA ADITIVADA;07/07/2026;6,69;;R$ / litro;VIBRA
S;RS;TORRES;SIM REDE DE POSTOS LTDA; 07.473.735/0062-01;AVENIDA CASTELO BRANCO;395;;IGRA;95560-000;GASOLINA ADITIVADA;07/07/2026;6,79;;R$ / litro;VIBRA
S;RS;SAO LUIZ GONZAGA;SLG - COMERCIO DE COMBUSTIVEIS MILENIUM LTDA; 17.188.823/0001-95;RUA SAO JOAO;2670;;MONSENHOR WOLSKI;97800-000;GASOLINA ADITIVADA;07/07/2026;6,79;;R$ / litro;RODOIL
S;RS;SANTANA DO LIVRAMENTO;DE SOUZA STAEVIE & CIA. LTDA.; 14.742.132/0001-01;AVENIDA ALMIRANTE TAMANDARE;1915;;CENTRO;97573-531;GASOLINA ADITIVADA;08/07/2026;7,15;;R$ / litro;IPIRANGA
SE;SP;VOTUPORANGA;POSTO ALIANCA EXPRESS LTDA; 17.411.644/0001-75;RUA ACRE;3;;PATRIMONIO VELHO;15505-161;GASOLINA ADITIVADA;06/07/2026;9,19;;R$ / litro;VIBRA
SE;SP;SAO CAETANO DO SUL;LEANDRINI AL POSTO DE COMBUSTIVEL LTDA; 17.214.465/0001-48;ESTRADA DAS LAGRIMAS;1270;;JD. SAO CAETANO;09581-300;GASOLINA ADITIVADA;06/07/2026;7,09;;R$ / litro;IPIRANGA
CO;GO;CALDAS NOVAS;AUTO POSTO RODMAIS LTDA; 16.579.651/0001-18;AVENIDA CEL.BENTO DE GODOY;20;;SETOR CENTRAL;75690-000;GASOLINA ADITIVADA;06/07/2026;6,96;;R$ / litro;BRANCA
S;RS;SANTO ANGELO;COMERCIO DE COMBUSTIVEIS MALLMANN LTDA; 16.750.866/0001-50;RUA MARECHAL FLORIANO;1733;SALA  A;CENTRO;98802-650;GASOLINA ADITIVADA;06/07/2026;6,38;;R$ / litro;CHARRUA
SE;MG;JUIZ DE FORA;RODO POSTO JUIZ DE FORA LTDA; 10.671.749/0001-14;RODOVIA BR-040;0;KM 794 -            LOJA  101;NOVA CALIFORNIA;36039-209;GASOLINA ADITIVADA;07/07/2026;6,49;;R$ / litro;BRANCA
S;RS;CACHOEIRA DO SUL;COMERCIAL DE COMBUSTIVEIS MINEIRO LTDA; 01.958.174/0004-77;RUA SETE DE SETEMBRO;860;;CENTRO;96508-010;GASOLINA ADITIVADA;08/07/2026;6,29;;R$ / litro;BRANCA
SE;SP;ARARAQUARA;ARTAM ARARAQUARA COMERCIO DE COMBUSTIVEIS LTDA; 16.923.317/0001-30;AVENIDA MARIA ANTONIA CAMARGO DE OLIVEIRA;150;;VILA SUCONASA;14807-120;GASOLINA ADITIVADA;06/07/2026;6,89;;R$ / litro;IPIRANGA
SE;SP;SAO JOAO DA BOA VISTA;AUTO POSTO AMAURI REIS LTDA; 15.242.641/0001-20;RUA HENRIQUE CABRAL DE VASCONCELOS;2055;;JARDIM SAO NICOLAU;13876-100;GASOLINA ADITIVADA;06/07/2026;6,69;;R$ / litro;BRANCA
SE;SP;INDAIATUBA;AUTO POSTO TRE FRATELLI LTDA; 17.404.571/0001-94;AVENIDA PRESIDENTE VARGAS;1475;;CIDADE NOVA;13334-085;GASOLINA ADITIVADA;08/07/2026;6,59;;R$ / litro;RAIZEN
CO;GO;CATALAO;RODOVIA COMERCIO DE COMBUSTIVEIS E DERIVADOS LTDA; 17.361.190/0001-75;AVENIDA JOSE MARCELINO;1300;QUADRA74                  LOTE  07;NOSSA SENHORA DE FATIMA;75709-015;GASOLINA ADITIVADA;09/07/2026;6,79;;R$ / litro;IPIRANGA
SE;SP;ITANHAEM;AUTO POSTO BELAS ARTES II LTDA - EPP; 11.108.991/0001-47;AVENIDA JOSE BATISTA CAMPOS;1001;;RENCANTO DAS LARANJEIRAS;11740-000;GASOLINA ADITIVADA;09/07/2026;7,29;;R$ / litro;IPIRANGA
S;PR;COLOMBO;MIRAGE COMERCIO DE COMBUSTIVEIS LTDA; 14.748.153/0001-26;RUA ALFREDO TOMACHESCHI;50;;GUARAITUBA;83407-330;GASOLINA ADITIVADA;07/07/2026;7,19;;R$ / litro;IPIRANGA
SE;SP;TAUBATE;J. A. S. AUTO POSTO LTDA; 16.903.290/0001-13;PRACA CEL. VITORIANO;110;;CENTRO;12020-020;GASOLINA ADITIVADA;06/07/2026;6,39;;R$ / litro;IPIRANGA
SE;RJ;VOLTA REDONDA;POSTO CONFORTO DE V.R. LTDA; 15.318.810/0001-68;RUA NOSSA SENHORA DA CONCEICAO;87;;CONFORTO;27262-011;GASOLINA ADITIVADA;06/07/2026;6,84;;R$ / litro;BRANCA
SE;SP;CUBATAO;AUTO POSTO GUARA VERMELHO LTDA; 15.706.515/0001-89;AVENIDA NOSSA SENHORA DE FATIMA;168;;JARDIM CASQUEIRO;11533-030;GASOLINA ADITIVADA;06/07/2026;7,29;;R$ / litro;VIBRA
SE;SP;CATANDUVA;POSTO AUTO 7 CATANDUVA EIRELI; 17.402.800/0001-31;RUA SETE DE SETEMBRO;818;;HIGIENOPOLIS;15805-070;GASOLINA ADITIVADA;08/07/2026;6,99;;R$ / litro;BRANCA
SE;SP;ARARAQUARA;AUTO POSTO ARENA 2 LTDA; 14.119.632/0001-83;AVENIDA   BENTO DE ABREU;280;;CENTRO;14802-396;GASOLINA ADITIVADA;06/07/2026;6,19;;R$ / litro;BRANCA
SE;SP;MARILIA;AUTO POSTO FRIOL LTDA; 17.467.810/0001-55;AVENIDA REPUBLICA;2859;;PALMITAL;17510-402;GASOLINA ADITIVADA;10/07/2026;6,59;;R$ / litro;RAIZEN
SE;SP;VOTORANTIM;POSTO MORUMBI VOTORANTIM LTDA; 17.422.477/0001-68;AVENIDA CLAUDIO PINTO NASCIMENTO;1357;;JARDIM MARIA JOSE;18110-380;GASOLINA ADITIVADA;07/07/2026;6,89;;R$ / litro;RAIZEN
S;PR;LONDRINA;SANTA ANA ENERGIA LTDA; 15.604.238/0001-01;RUA PROFESSOR JOAO CANDIDO;1052;;CENTRO;86010-000;GASOLINA ADITIVADA;06/07/2026;6,37;;R$ / litro;BRANCA
NE;BA;SALVADOR;AUTO POSTO VELA BRANCA LTDA; 11.113.733/0001-59;AVENIDA SIMON BOLIVAR;438;;ARMACAO;41750-230;GASOLINA ADITIVADA;07/07/2026;7,04;;R$ / litro;VIBRA
S;PR;LONDRINA;AUTO POSTO BS PREMIUM LTDA; 17.149.627/0001-01;RUA ASSUNCAO;289;;PARQUE GUANABARA;86050-180;GASOLINA ADITIVADA;06/07/2026;6,99;;R$ / litro;IPIRANGA
SE;SP;SAO PAULO;AUTO POSTO BELEZURA LTDA; 11.122.540/0001-64;RUA ULISSES CRUZ;296;;TATUAPE;03077-000;GASOLINA ADITIVADA;07/07/2026;6,49;;R$ / litro;RAIZEN
SE;MG;TIMOTEO;POSTO AUTO GIRO 3 TIMOTEO LTDA.; 15.698.354/0001-29;AVENIDA ACESITA;3120;;SAO JOSE;35182-132;GASOLINA ADITIVADA;09/07/2026;6,29;;R$ / litro;BRANCA
S;RS;NOVO HAMBURGO;COMERCIO DE COMBUSTIVEIS MONUMENTO DO SAPATEIRO LTDA; 02.520.251/0001-22;AVENIDA NACOES UNIDAS;1647;;RIO BRANCO;93310-065;GASOLINA ADITIVADA;09/07/2026;5,95;;R$ / litro;BRANCA
SE;SP;SERTAOZINHO;AMARELINHA AUTO POSTO LTDA; 15.916.159/0001-28;AVENIDA ALMIR MARIA MIRANDA;691;;JARDIM GRANDE ALIANCA;14161-336;GASOLINA ADITIVADA;07/07/2026;6,79;;R$ / litro;VIBRA
SE;SP;BAURU;TENDA ATACADO SA; 01.157.555/0029-05;AVENIDA NUNO DE ASSIS;20-120;COMERCIO 02;CENTRO;17020-310;GASOLINA ADITIVADA;06/07/2026;6,49;;R$ / litro;RAIZEN
CO;GO;AGUAS LINDAS DE GOIAS;AUTO POSTO PEROLA AGUAS LINDAS LTDA; 12.768.583/0001-84;RUA 17 QUADRA 49;SN;CONJ  B                   LOTE  02;SETOR 01;72910-001;GASOLINA ADITIVADA;06/07/2026;6,29;;R$ / litro;VIBRA
NE;BA;SANTO ANTONIO DE JESUS;DERIVADOS DE PETROLEO EUROPA LTDA; 17.191.387/0001-03;AVENIDA ANTONIO CARLOS MAGALHAES;1200;;IRMA DULCE;44444-838;GASOLINA ADITIVADA;06/07/2026;7,28;;R$ / litro;BRANCA
SE;SP;LIMEIRA;AUTO POSTO RIVIERA INDEPENDENCIA LTDA; 07.261.709/0003-51;AVENIDA MAJOR JOSE LEVY SOBRINHO;1098;;NEREIDE;13486-190;GASOLINA ADITIVADA;07/07/2026;6,09;;R$ / litro;BRANCA
SE;SP;CACAPAVA;CENTRO AUTOMOTIVO SETE ESTRELAS LTDA; 55.278.543/0003-29;AVENIDA BRASIL;480;;V A AUGUSTO LUIZ;12287-020;GASOLINA ADITIVADA;07/07/2026;6,14;;R$ / litro;BRANCA
S;PR;PONTA GROSSA;DEMOGALSKI COMERCIO DE COMBUSTIVEIS LTDA; 13.634.011/0001-75;AVENIDA EUZEBIO DE QUEIROZ;455;;UVARANAS;84032-000;GASOLINA ADITIVADA;07/07/2026;6,78;;R$ / litro;IPIRANGA
SE;MG;CURVELO;JK COMÉRCIO DE COMBUSTIVEIS LTDA; 14.096.783/0001-63;AVENIDA JK;600;;PASSAGINHA;35790-000;GASOLINA ADITIVADA;07/07/2026;6,59;;R$ / litro;VIBRA
CO;DF;BRASILIA;QUALITY COMERCIO DE COMBUSTIVEIS LTDA; 14.897.109/0001-88;SETOR SIG CONJUNTO C LOTE;1;;TAGUATINGA NORTE;72153-503;GASOLINA ADITIVADA;07/07/2026;6,27;;R$ / litro;RAIZEN
SE;SP;SAO VICENTE;AUTO POSTO VICENTE II LTDA.; 18.018.789/0001-73;RUA JACOB EMERICK;569;;CENTRO;11310-071;GASOLINA ADITIVADA;06/07/2026;6,14;;R$ / litro;VIBRA
NE;BA;BRUMADO;VAS COMERCIO DE COMBUSTIVEIS LTDA; 17.220.007/0001-11;RODOVIA BA 262;S/N;KM    0;SAO FELIX;46100-000;GASOLINA ADITIVADA;09/07/2026;7,94;;R$ / litro;IPIRANGA
SE;SP;EMBU DAS ARTES;MARANELLO GM AUTO POSTO LTDA.; 17.052.429/0001-25;ESTRADA ITAPECERICA-CAMPO LIMPO;169;;JARDIM INDEPENDENCIA;06820-000;GASOLINA ADITIVADA;07/07/2026;7,49;;R$ / litro;VIBRA
SE;MG;ITAJUBA;POSTO FLAMBOYANT EIRELI; 15.307.269/0001-92;AVENIDA PADRE LOURENCO;3566;;MORRO GRANDE;37502-710;GASOLINA ADITIVADA;09/07/2026;6,69;;R$ / litro;VIBRA
SE;SP;LORENA;SETE ESTRELAS COMERCIO DE DERIVADOS DE PETROLEO LTDA; 00.256.893/0034-07;AVENIDA   TARGINO VILELLA NUNES;789;;VILA NUNES;12603-000;GASOLINA ADITIVADA;09/07/2026;6,34;;R$ / litro;BRANCA
SE;SP;MATAO;POSTO DE SERVICOS UNIAO DE MATAO LTDA; 18.137.451/0001-30;RUA SINHARINHA FROTA;1080;;CENTRO;15990-060;GASOLINA ADITIVADA;08/07/2026;6,69;;R$ / litro;IPIRANGA
S;RS;SAO LEOPOLDO;SPOLIER LOGISTICA LTDA; 03.711.378/0001-91;AVENIDA PAROBE;1811;;SCHARLAU;93140-000;GASOLINA ADITIVADA;09/07/2026;6,19;;R$ / litro;IPIRANGA
CO;GO;MINEIROS;AUTO POSTO MASUT XIII LTDA; 17.978.295/0001-78;AVENIDA INO REZENDE;SN;QUADRA12                  LOTE  10-12 E 13;CRUVINEL;75830-002;GASOLINA ADITIVADA;09/07/2026;6,99;;R$ / litro;RAIZEN
S;RS;BAGE;ABREU FLORES & PEREIRA LTDA; 14.131.443/0002-07;RUA   LIBIO VINHAS;198;;MENINO DEUS;96402-050;GASOLINA ADITIVADA;09/07/2026;7,25;;R$ / litro;VIBRA
NE;BA;PAULO AFONSO;LIMA MORAIS COMERCIAL DE COMBUSTIVEL E TRANSPORTE LTDA; 18.409.735/0001-39;RODOVIA BR 110;S/N;KM 2,7;TANCREDO NEVES III;48611-274;GASOLINA ADITIVADA;09/07/2026;6,84;;R$ / litro;VIBRA
SE;MG;ARAXA;PEREIRA COMERCIO DE COMBUSTIVEIS LTDA; 17.428.198/0001-01;AVENIDA HITALO ROS;1300;;MORADA DO SOL;38181-419;GASOLINA ADITIVADA;07/07/2026;6,34;;R$ / litro;BRANCA
NE;BA;TEIXEIRA DE FREITAS;PETROTRANS TRANSPORTES QUIMICOS E PETROQUIMICOS LTDA ME.; 12.518.538/0001-71;ROD BR 101;1470;B KM 871;MONTE CASTELO;45995-970;GASOLINA ADITIVADA;08/07/2026;7,47;;R$ / litro;IPIRANGA
S;PR;UMUARAMA;POSTO COLONIAL DO PARANA LTDA; 17.533.931/0001-58;AVENIDA LONDRINA;3464;;ZONA II;87502-250;GASOLINA ADITIVADA;08/07/2026;6,53;;R$ / litro;RAIZEN
SE;RJ;NITEROI;POSTO DE GASOLINA MIDAS DA ALAMEDA LTDA; 15.839.325/0001-30;ALAMEDA SAO BOAVENTURA;170;;FONSECA;24120-196;GASOLINA ADITIVADA;06/07/2026;6,69;;R$ / litro;BRANCA
SE;RJ;PETROPOLIS;AUTO POSTO ONIX 1243 LTDA; 15.802.443/0001-73;RUA GENERAL RONDON;1;;QUITANDINHA;25650-027;GASOLINA ADITIVADA;07/07/2026;7,18;;R$ / litro;BRANCA
SE;MG;TRES CORACOES;AUTO POSTO TUPY TRES CORACOES LTDA; 15.110.111/0002-09;AVENIDA DEPUTADO RENATO AZEREDO;1210;;PERO;37410-001;GASOLINA ADITIVADA;09/07/2026;6,99;;R$ / litro;IPIRANGA
SE;RJ;ANGRA DOS REIS;POSTO JACUECANGA LTDA.; 17.823.690/0001-81;AVENIDA RAUL POMPEIA;S/N;AREA A - VI         LOJA  1 L                 LOJA  2 L;JACUACANGA;23914-345;GASOLINA ADITIVADA;06/07/2026;7,29;;R$ / litro;BRANCA
SE;MG;LAVRAS;GX POSTO DE COMBUSTIVEIS LTDA; 16.814.037/0001-93;AVENIDA DR SILVIO MENICUCCI;240;;PARQUE BELVEDERE;37200-000;GASOLINA ADITIVADA;09/07/2026;6,59;;R$ / litro;BRANCA
SE;MG;UNAI;POSTO SANTA RITA UNAI EIRELI; 07.760.547/0001-34;RUA JUVENCIO CORREIO;144;;CAPIM BRANCO I;38610-000;GASOLINA ADITIVADA;10/07/2026;6,56;;R$ / litro;IPIRANGA
S;RS;ERECHIM;COMERCIO DE COMBUSTIVEIS RIEDER LTDA; 17.364.448/0001-97;RUA ESPIRITO SANTO;590;;CENTRO;99700-244;GASOLINA ADITIVADA;07/07/2026;6,39;;R$ / litro;VIBRA
SE;SP;GUARUJA;CENTRO AUTOMOTIVO GUARUJA 3 LTDA; 18.018.790/0001-06;AVENIDA PUGLISI;550;;CENTRO;11410-002;GASOLINA ADITIVADA;06/07/2026;9,89;;R$ / litro;VIBRA
NE;BA;CAETITE;AUTO POSTO FAUSTO LTDA; 16.776.849/0001-91;AVENIDA DACIO OLIVEIRA;SN;;RANCHO ALEGRE;46400-000;GASOLINA ADITIVADA;07/07/2026;7,59;;R$ / litro;BRANCA
SE;MG;SABARA;AUTO POSTO TREVINHO LTDA; 17.960.090/0001-65;AVENIDA JOSE CANDIDO DA SILVEIRA;3252;;ANA LUCIA;34710-138;GASOLINA ADITIVADA;06/07/2026;6,29;;R$ / litro;VIBRA
SE;MG;BELO HORIZONTE;AUTO POSTO MENDONCA LTDA; 18.048.230/0001-96;AVENIDA CRISTIANO MACHADO;2506;;CIDADE NOVA;31170-184;GASOLINA ADITIVADA;07/07/2026;6,19;;R$ / litro;VIBRA
SE;MG;BETIM;POSTO PANAMERA LTDA; 15.313.045/0001-93;AVENIDA BANDEIRANTES;1155;;CHACARA;32670-355;GASOLINA ADITIVADA;08/07/2026;6,19;;R$ / litro;VIBRA
