Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
SE;SP;GUARULHOS;NIKIGAS COMERCIAL LTDA; 04.438.260/0002-85;AVENIDA GUARULHOS;4389;;JD PONTE GRANDE;07032-050;DIESEL S10;14/07/2026;6,79;;R$ / litro;BRANCA
SE;SP;GUARULHOS;NIKIGAS COMERCIAL LTDA; 04.438.260/0003-66;RUA PADRE CELESTINO;426;;JD SANTA FRANCISCA;07013-100;DIESEL;14/07/2026;6,49;;R$ / litro;BRANCA
SE;SP;GUARULHOS;NIKIGAS COMERCIAL LTDA; 04.438.260/0003-66;RUA PADRE CELESTINO;426;;JD SANTA FRANCISCA;07013-100;DIESEL S10;14/07/2026;6,79;;R$ / litro;BRANCA
SE;SP;GUARULHOS;AUTO POSTO MANCINI LTDA; 03.421.926/0001-49;AVENIDA ANIELLO PRATICI;20;;JARDIM STA FRANCISCA;07013-000;DIESEL S10;14/07/2026;7,59;;R$ / litro;RAIZEN
SE;SP;HORTOLANDIA;POSTO AMANDA COMERCIO DE COMBUSTIVEIS LTDA; 08.618.998/0001-02;AVENIDA BRASIL;1181;;JARDIM AMANDA;13188-252;DIESEL;13/07/2026;6,34;;R$ / litro;BRANCA
SE;SP;HORTOLANDIA;POSTO AMANDA COMERCIO DE COMBUSTIVEIS LTDA; 08.618.998/0001-02;AVENIDA BRASIL;1181;;JARDIM AMANDA;13188-252;DIESEL S10;13/07/2026;6,64;;R$ / litro;BRANCA
SE;SP;HORTOLANDIA;AUTO POSTO REMANSO LTDA; 59.247.973/0001-72;RUA LUIZ CAMILO DE CAMARGO;840;;REMANSO CAMPINEIRO;13184-420;DIESEL S10;13/07/2026;6,99;;R$ / litro;IPIRANGA
SE;SP;HORTOLANDIA;CENTRO AUTOMOTIVO E ALIMENTICIO COMPANHEIRO LTDA; 03.851.298/0001-31;AVENIDA SANTANA;1409;;JARDIM AMANDA;13184-210;DIESEL;13/07/2026;6,29;;R$ / litro;RAIZEN
SE;SP;IBITINGA;ARMANDO GENARO NETO POSTO; 04.938.210/0001-86;AVENIDA ENGENHEIRO IVANIL FRANCISCHINI;15-381;;SALTINHO;14943-110;DIESEL;16/07/2026;6,19;;R$ / litro;BRANCA
SE;SP;IBITINGA;ARMANDO GENARO NETO POSTO; 04.938.210/0001-86;AVENIDA ENGENHEIRO IVANIL FRANCISCHINI;15-381;;SALTINHO;14943-110;DIESEL S10;16/07/2026;6,99;;R$ / litro;BRANCA
SE;SP;IBITINGA;AUTO POSTO 7 DE IBITINGA LTDA; 04.405.899/0001-83;AVENIDA ENGENHEIRO IVANIL FRANCESCHINI;3760;;JARDIM MARGARIDA;14940-000;DIESEL;16/07/2026;6,49;;R$ / litro;VIBRA
SE;SP;IBITINGA;AUTO POSTO 7 DE IBITINGA LTDA; 04.405.899/0001-83;AVENIDA ENGENHEIRO IVANIL FRANCESCHINI;3760;;JARDIM MARGARIDA;14940-000;DIESEL S10;16/07/2026;7,19;;R$ / litro;VIBRA
SE;SP;IBITINGA;AUTO POSTO AMERICA DE IBITINGA LTDA; 02.793.006/0001-99;AVENIDA ENGENHEIRO IVANIL FRANCESCHINI;13-617;;JARDIM AMERICA;14940-000;DIESEL;16/07/2026;6,09;;R$ / litro;BRANCA
SE;SP;IBITINGA;AUTO POSTO AMERICA DE IBITINGA LTDA; 02.793.006/0001-99;AVENIDA ENGENHEIRO IVANIL FRANCESCHINI;13-617;;JARDIM AMERICA;14940-000;DIESEL S10;16/07/2026;6,79;;R$ / litro;BRANCA
SE;SP;IBITINGA;CIDACOM MERCANTIL DE COMBUSTIVEIS LTDA; 02.297.477/0001-06;RUA PRUDENTE DE MORAIS;345;;CENTRO;14940-000;DIESEL;16/07/2026;7,35;;R$ / litro;BRANCA
SE;SP;IBITINGA;CIDACOM MERCANTIL DE COMBUSTIVEIS LTDA; 02.297.477/0001-06;RUA PRUDENTE DE MORAIS;345;;CENTRO;14940-000;DIESEL S10;16/07/2026;7,79;;R$ / litro;BRANCA
SE;SP;ITANHAEM;AUTO POSTO IBERA LTDA; 03.497.581/0001-07;RUA PAPA JOAO PAULO II;291;;JARDIM IBERA;11740-000;DIESEL S10;15/07/2026;7,32;;R$ / litro;BRANCA
SE;SP;JABOTICABAL;AUTO POSTO MODELO DE JABOTICABAL LTDA.; 06.096.368/0001-81;AVENIDA CARLOS BERCHIERI;400;;CENTRO;14870-010;DIESEL;16/07/2026;6,99;;R$ / litro;VIBRA
SE;SP;JABOTICABAL;POSTO BEIRA RIO JABOTICABAL LTDA.; 05.107.359/0001-86;RUA DOS EXPEDICIONARIOS;33;;CENTRO;14870-255;DIESEL;16/07/2026;6,89;;R$ / litro;BRANCA
SE;SP;JABOTICABAL;POSTO BEIRA RIO JABOTICABAL LTDA.; 05.107.359/0001-86;RUA DOS EXPEDICIONARIOS;33;;CENTRO;14870-255;DIESEL S10;16/07/2026;6,99;;R$ / litro;BRANCA
SE;SP;JABOTICABAL;AUTO POSTO PINHEIROS DE JABOTICABAL LTDA; 00.835.226/0001-02;RUA RAUL DE GOES;88;;JD BRANDI;14871-650;DIESEL;16/07/2026;6,99;;R$ / litro;RAIZEN
SE;SP;JABOTICABAL;AUTO POSTO PINHEIROS DE JABOTICABAL LTDA; 00.835.226/0001-02;RUA RAUL DE GOES;88;;JD BRANDI;14871-650;DIESEL S10;16/07/2026;7,09;;R$ / litro;RAIZEN
SE;SP;JALES;BERNARDO & ROSSINI COMERCIO DE COMBUSTIVEIS LTDA; 09.093.968/0001-84;AVENIDA AFONSO ROSSAFA MOLINA;3164;;SANTO EXPEDITO;15700-002;DIESEL;13/07/2026;6,39;;R$ / litro;BRANCA
SE;SP;JALES;BERNARDO & ROSSINI COMERCIO DE COMBUSTIVEIS LTDA; 09.093.968/0001-84;AVENIDA AFONSO ROSSAFA MOLINA;3164;;SANTO EXPEDITO;15700-002;DIESEL S10;13/07/2026;6,69;;R$ / litro;BRANCA
SE;SP;JALES;XINGU COMERCIO DE COMBUSTIVEIS LTDA; 03.060.808/0001-52;AVENIDA PAULO MARCONDES;720;;CHACARA ANEXA AO AEROPORTO MUNICIPAL;15703-336;DIESEL;13/07/2026;6,79;;R$ / litro;RAIZEN
SE;SP;JALES;XINGU COMERCIO DE COMBUSTIVEIS LTDA; 03.060.808/0001-52;AVENIDA PAULO MARCONDES;720;;CHACARA ANEXA AO AEROPORTO MUNICIPAL;15703-336;DIESEL S10;13/07/2026;6,99;;R$ / litro;RAIZEN
SE;SP;JAU;REDE LK DE POSTOS LTDA; 01.820.806/0016-75;RUA MARECHAL BITENCOURT;1053;;VILA NOVA;17202-160;DIESEL S10;16/07/2026;6,89;;R$ / litro;BRANCA
SE;SP;JAU;DELTA JAU POSTO DE SERVICOS LTDA; 00.021.976/0001-40;AVENIDA COMENDADOR ITALO MAZZEI;30;;JARDIM OLIMPIA;17208-550;DIESEL;16/07/2026;6,59;;R$ / litro;VIBRA
SE;SP;JAU;DELTA JAU POSTO DE SERVICOS LTDA; 00.021.976/0001-40;AVENIDA COMENDADOR ITALO MAZZEI;30;;JARDIM OLIMPIA;17208-550;DIESEL S10;16/07/2026;7,09;;R$ / litro;VIBRA
SE;SP;JUNDIAI;AUTO POSTO TELLES LTDA; 04.680.512/0001-05;RUA ITATIBA;600;;VILA CANTARUCCI;13215-250;DIESEL S10;14/07/2026;6,89;;R$ / litro;RAIZEN
SE;SP;JUNDIAI;POSTO AGAPEAMA LTDA; 07.072.944/0001-13;RUA VARZEA PAULISTA;720;;AGAPEAMA;13202-700;DIESEL S10;14/07/2026;7,24;;R$ / litro;RAIZEN
SE;SP;JUNDIAI;CIDADE DO VINHO - COMÉRCIO VAREJISTA DE COMBUSTÍVEIS LTDA.; 09.257.037/0001-74;RUA BOM JESUS DE PIRAPORA;1700;;JARDIM BONFIGLIOLI;13207-605;DIESEL S10;14/07/2026;7,79;;R$ / litro;RAIZEN
SE;SP;JUNDIAI;CAMPEAO 68 POSTO DE SERVICOS LTDA; 07.746.243/0001-12;RODOVIA DOS BANDEIRANTES;S/N;KM 68,5;JARDIM ERNIDA II;13212-195;DIESEL;14/07/2026;6,99;;R$ / litro;VIBRA
SE;SP;JUNDIAI;CAMPEAO 68 POSTO DE SERVICOS LTDA; 07.746.243/0001-12;RODOVIA DOS BANDEIRANTES;S/N;KM 68,5;JARDIM ERNIDA II;13212-195;DIESEL S10;14/07/2026;7,49;;R$ / litro;VIBRA
SE;SP;JUNDIAI;AUTO POSTO AMERICA DE JUNDIAI LTDA; 07.380.990/0001-80;AVENIDA AMELIA LATORRE;777;;VILA ESPERIA;13211-815;DIESEL S10;14/07/2026;6,87;;R$ / litro;BRANCA
SE;SP;JUNDIAI;CENTRO AUTOMOTIVO MOLEQUE TRAVESSO JUNDIAI LTDA; 04.720.891/0001-01;AVENIDA JOAO ANTONIO MECCATTI;600;;JARDIM PLANALTO;13211-223;DIESEL;14/07/2026;7,09;;R$ / litro;IPIRANGA
SE;SP;JUNDIAI;CENTRO AUTOMOTIVO MOLEQUE TRAVESSO JUNDIAI LTDA; 04.720.891/0001-01;AVENIDA JOAO ANTONIO MECCATTI;600;;JARDIM PLANALTO;13211-223;DIESEL S10;14/07/2026;7,19;;R$ / litro;IPIRANGA
SE;SP;JUNDIAI;GAS JUNDIAI POSTO AUTOMOTIVO LTDA; 04.492.860/0001-40;AVENIDA QUATORZE DE DEZEMBRO;3200;;VILA MAFALDA;13206-105;DIESEL S10;14/07/2026;7,27;;R$ / litro;IPIRANGA
SE;SP;JUNDIAI;WF JUNDIAI - COMERCIO E SERVICOS AUTOMOTIVOS LTDA; 03.880.729/0001-98;RUA BRASIL;2272;;VILA RAMI;13212-390;DIESEL;14/07/2026;6,09;;R$ / litro;BRANCA
SE;SP;JUNDIAI;WF JUNDIAI - COMERCIO E SERVICOS AUTOMOTIVOS LTDA; 03.880.729/0001-98;RUA BRASIL;2272;;VILA RAMI;13212-390;DIESEL S10;14/07/2026;6,59;;R$ / litro;BRANCA
SE;SP;JUNDIAI;AUTO POSTO MARIMPA LTDA; 02.844.388/0001-32;AVENIDA PROF.PEDRO CLARISMUNDO FORNARI;1600;;ENGORDADOURO;13214-660;DIESEL;14/07/2026;6,90;;R$ / litro;IPIRANGA
SE;SP;JUNDIAI;AUTO POSTO MARIMPA LTDA; 02.844.388/0001-32;AVENIDA PROF.PEDRO CLARISMUNDO FORNARI;1600;;ENGORDADOURO;13214-660;DIESEL S10;14/07/2026;7,22;;R$ / litro;IPIRANGA
SE;SP;JUNDIAI;COMERCIAL JARDIM CACULA LTDA.; 02.493.248/0001-67;AVENIDA COMENDADOR ANTONIO BORIN;2539;;CAXAMBU;13218-643;DIESEL;14/07/2026;6,29;;R$ / litro;BRANCA
SE;SP;JUNDIAI;COMERCIAL JARDIM CACULA LTDA.; 02.493.248/0001-67;AVENIDA COMENDADOR ANTONIO BORIN;2539;;CAXAMBU;13218-643;DIESEL S10;14/07/2026;6,79;;R$ / litro;BRANCA
SE;SP;JUNDIAI;AUTO POSTO DM DE JUNDIAI LTDA; 02.190.989/0001-79;AVENIDA DA UVA;2;;DO POSTE;13213-235;DIESEL;14/07/2026;6,69;;R$ / litro;BRANCA
SE;SP;JUNDIAI;AUTO POSTO DM DE JUNDIAI LTDA; 02.190.989/0001-79;AVENIDA DA UVA;2;;DO POSTE;13213-235;DIESEL S10;14/07/2026;6,85;;R$ / litro;BRANCA
SE;SP;MARILIA;AQUARIUS COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA; 07.548.736/0001-48;AVENIDA JOSE CARLOS SANCHES CIBANTOS;450;;JD. AQUARIUS;17507-395;DIESEL S10;16/07/2026;6,99;;R$ / litro;BRANCA
SE;SP;MARILIA;ZURANO AUTO POSTO LTDA; 05.492.740/0001-06;RUA BENEDITO ALVES DELFINO;1400;;ADOLPHO BIM;17512-043;DIESEL;16/07/2026;6,79;;R$ / litro;RAIZEN
SE;SP;MARILIA;COMERCIO DERIVADOS DE PETROLEO LAR DE MENINAS LTDA; 02.804.090/0001-07;AVENIDA JOAO RAMALHO;555;;PARQUE SAO JORGE;17520-240;DIESEL;16/07/2026;6,59;;R$ / litro;RAIZEN
SE;SP;MARILIA;COMERCIO DERIVADOS DE PETROLEO LAR DE MENINAS LTDA; 02.804.090/0001-07;AVENIDA JOAO RAMALHO;555;;PARQUE SAO JORGE;17520-240;DIESEL S10;16/07/2026;6,99;;R$ / litro;RAIZEN
SE;SP;MARILIA;AUTO POSTO GIGANTAO DE MARILIA LTDA; 56.145.469/0001-73;RODOVIA SP 333-KM 322,440MTS;SN;;RURAL;17500-970;DIESEL;16/07/2026;6,19;;R$ / litro;VIBRA
SE;SP;MARILIA;AUTO POSTO GIGANTAO DE MARILIA LTDA; 56.145.469/0001-73;RODOVIA SP 333-KM 322,440MTS;SN;;RURAL;17500-970;DIESEL S10;16/07/2026;6,69;;R$ / litro;VIBRA
SE;SP;MARILIA;REDE LK DE POSTOS LTDA; 01.820.806/0005-12;AVENIDA ANTONIETA ALTENFELDER;2235;;JARDIM SANTA ANTONIETA;17512-130;DIESEL;16/07/2026;6,69;;R$ / litro;RAIZEN
SE;SP;MARILIA;REDE LK DE POSTOS LTDA; 01.820.806/0005-12;AVENIDA ANTONIETA ALTENFELDER;2235;;JARDIM SANTA ANTONIETA;17512-130;DIESEL S10;16/07/2026;6,89;;R$ / litro;RAIZEN
SE;SP;MARILIA;AUTO POSTO SANTA ANTONIETA DE MARILIA LTDA; 01.523.818/0001-51;RUA JOSE BATISTA DE ALMEIDA SOBRINHO;262;;JARDIM SANTA ANTONIETA;17512-300;DIESEL S10;16/07/2026;6,99;;R$ / litro;BRANCA
SE;SP;MATAO;AUTO POSTO ALAMEDA MATAO LTDA; 07.429.993/0001-60;RUA RUI BARBOSA;1606;;VILA SANTA CRUZ;15990-330;DIESEL S10;15/07/2026;6,49;;R$ / litro;BRANCA
SE;SP;MATAO;AUTO POSTO 21 DE MATAO LTDA; 03.687.679/0001-27;RUA SAO LOURENCO;380;;CENTRO;15990-005;DIESEL S10;15/07/2026;7,49;;R$ / litro;BRANCA
SE;SP;MATAO;AUTO POSTO RESIDENCIAL BENASSI LTDA; 03.419.315/0001-66;AVENIDA ALBERTO BENASSI;2169;;NOVA MATAO;15990-585;DIESEL S10;15/07/2026;6,98;;R$ / litro;IPIRANGA
SE;SP;MATAO;POSTO DE SERVICO PEIXOTO III LTDA; 03.273.744/0001-78;AVENIDA BALDAN;3410;;PARK IMPERADOR;15990-000;DIESEL;15/07/2026;6,49;;R$ / litro;BRANCA
SE;SP;MATAO;POSTO DE SERVICO PEIXOTO III LTDA; 03.273.744/0001-78;AVENIDA BALDAN;3410;;PARK IMPERADOR;15990-000;DIESEL S10;15/07/2026;6,99;;R$ / litro;BRANCA
SE;SP;MATAO;AUTO POSTO 15 DE NOVEMBRO DE MATAO LTDA.; 02.585.098/0001-11;AVENIDA 15 DE NOVEMBRO;1843;;BAIRRO ALTO;15997-074;DIESEL;15/07/2026;7,43;;R$ / litro;BRANCA
SE;SP;MATAO;AUTO POSTO 15 DE NOVEMBRO DE MATAO LTDA.; 02.585.098/0001-11;AVENIDA 15 DE NOVEMBRO;1843;;BAIRRO ALTO;15997-074;DIESEL S10;15/07/2026;7,45;;R$ / litro;BRANCA
SE;SP;MAUA;AUTO POSTO TREVISO DE MAUA LTDA; 05.407.709/0001-20;RUA PEDRO EUGENIO PEREIRA;450;;JARDIM CAMILA;09361-020;DIESEL S10;15/07/2026;7,29;;R$ / litro;IPIRANGA
SE;SP;MAUA;K.L.L. POSTO DE ABASTECIMENTO E SERVICOS LTDA; 03.275.498/0001-93;AVENIDA PAPA JOAO XXIII;2009;;SERTAOZINHO;09370-800;DIESEL;15/07/2026;7,29;;R$ / litro;IPIRANGA
SE;SP;MAUA;K.L.L. POSTO DE ABASTECIMENTO E SERVICOS LTDA; 03.275.498/0001-93;AVENIDA PAPA JOAO XXIII;2009;;SERTAOZINHO;09370-800;DIESEL S10;15/07/2026;7,29;;R$ / litro;IPIRANGA
SE;SP;MOCOCA;HERO AUTO POSTO LTDA; 52.507.852/0001-73;RUA BARAO DE MONTE SANTO;1116;;;13735-060;DIESEL S10;15/07/2026;7,29;;R$ / litro;BRANCA
SE;SP;MOCOCA;LUWA AUTO POSTO LTDA; 46.396.826/0001-12;AVENIDA DR AMERICO PEREIRA LIMA;556;;JARDIM LAVINIA;13730-330;DIESEL;16/07/2026;6,79;;R$ / litro;VIBRA
SE;SP;MOCOCA;LUWA AUTO POSTO LTDA; 46.396.826/0001-12;AVENIDA DR AMERICO PEREIRA LIMA;556;;JARDIM LAVINIA;13730-330;DIESEL S10;16/07/2026;7,29;;R$ / litro;VIBRA
SE;SP;MOCOCA;BLUE STOP LTDA; 04.669.869/0001-84;AVENIDA AMERICO PEREIRA LIMA;31;;JARDIM LAVINIA;13736-260;DIESEL;16/07/2026;6,89;;R$ / litro;BRANCA
SE;SP;MOCOCA;BLUE STOP LTDA; 04.669.869/0001-84;AVENIDA AMERICO PEREIRA LIMA;31;;JARDIM LAVINIA;13736-260;DIESEL S10;16/07/2026;7,19;;R$ / litro;BRANCA
SE;SP;MOGI DAS CRUZES;POSTO MOMENTO QUALITY LTDA; 03.993.397/0001-58;AVENIDA HENRIQUE PERES;1901;;BRAZ CUBAS;08735-400;DIESEL S10;16/07/2026;6,99;;R$ / litro;VIBRA
SE;SP;MOGI DAS CRUZES;AUTO POSTO EXPEDICIONARIOS LTDA; 44.288.298/0001-52;AVENIDA FRANCISCO R FILHO;889;;VL SARAH AVIGNON;08773-380;DIESEL S10;16/07/2026;7,59;;R$ / litro;VIBRA
SE;SP;MOGI DAS CRUZES;AUTO POSTO VIPAM LIMITADA; 48.094.205/0001-00;RUA IPIRANGA;1369;;CENTRO;08730-000;DIESEL;16/07/2026;6,89;;R$ / litro;IPIRANGA
SE;SP;MOGI DAS CRUZES;AUTO POSTO TITANS LTDA; 02.599.842/0001-37;RUA FREDERICO R. JAEGHER;27;;VL. BERNADOTTI;08735-620;DIESEL S10;16/07/2026;6,99;;R$ / litro;IPIRANGA
SE;SP;MOGI GUACU;AUTO POSTO VILA PARAISO LTDA; 06.989.915/0001-58;AVENIDA TRABALHADORES;400;;VILA PARAISO;13843-000;DIESEL S10;15/07/2026;7,09;;R$ / litro;NEXTA
SE;SP;MOGI GUACU;COMERCIAL GUACU DE PRODUTOS DE PETROLEO LTDA; 44.765.741/0001-39;AVENIDA WALDEMAR ARMANI;300;;JD. GUACU MIRIM;13844-450;DIESEL;15/07/2026;6,29;;R$ / litro;VIBRA
SE;SP;MOGI GUACU;COMERCIAL GUACU DE PRODUTOS DE PETROLEO LTDA; 44.765.741/0001-39;AVENIDA WALDEMAR ARMANI;300;;JD. GUACU MIRIM;13844-450;DIESEL S10;15/07/2026;6,69;;R$ / litro;VIBRA
SE;SP;MOGI GUACU;AUTO POSTO KERUBINS LTDA; 04.144.579/0001-17;AVENIDA CLARA LANZI BUENO;9;ESQ C/ RUA LINDOIA;VILA LEILA;13847-192;DIESEL;15/07/2026;6,89;;R$ / litro;BRANCA
SE;SP;MOGI GUACU;AUTO POSTO KERUBINS LTDA; 04.144.579/0001-17;AVENIDA CLARA LANZI BUENO;9;ESQ C/ RUA LINDOIA;VILA LEILA;13847-192;DIESEL S10;15/07/2026;6,99;;R$ / litro;BRANCA
SE;SP;MOGI GUACU;AUTO POSTO GUACUANO LTDA; 00.835.662/0001-81;RUA WASHINGTON LUIZ;1451;;J CARMEM LYDIA;13847-120;DIESEL S10;15/07/2026;6,88;;R$ / litro;IPIRANGA
SE;SP;MOGI MIRIM;AUTO POSTO RVM MAX LTDA; 07.822.477/0001-00;RODOVIA SP 340  , KM  159,9;S/N;;MARIA BEATRIZ;13803-070;DIESEL;14/07/2026;6,49;;R$ / litro;BRANCA
SE;SP;MOGI MIRIM;AUTO POSTO RVM MAX LTDA; 07.822.477/0001-00;RODOVIA SP 340  , KM  159,9;S/N;;MARIA BEATRIZ;13803-070;DIESEL S10;14/07/2026;6,79;;R$ / litro;BRANCA
SE;SP;MOGI MIRIM;AUTO POSTO BRASIL GAS MOGI LTDA; 07.461.912/0001-00;AVENIDA JUSCELINO KUBITSCHEK;2200;;JARDIM INOCOOP;13800-002;DIESEL;14/07/2026;5,77;;R$ / litro;BRANCA
SE;SP;MOGI MIRIM;AUTO POSTO BRASIL GAS MOGI LTDA; 07.461.912/0001-00;AVENIDA JUSCELINO KUBITSCHEK;2200;;JARDIM INOCOOP;13800-002;DIESEL S10;14/07/2026;6,27;;R$ / litro;BRANCA
SE;SP;MOGI MIRIM;MAXXI GNV AUTO POSTO LTDA.; 04.802.366/0001-35;AVENIDA ALCINDO BARBOSA;1;;PARQUE DA IMPRENSA;13806-310;DIESEL S10;14/07/2026;6,25;;R$ / litro;BRANCA
SE;SP;MOGI MIRIM;SUPER POSTO IRMAOS ZORZETTO LTDA; 48.836.860/0001-96;RODOVIA MOJI MIRIM/AGUAS DA PRATA;S/N;KM 51;SANTA CRUZ;13800-970;DIESEL;14/07/2026;5,79;;R$ / litro;BRANCA
SE;SP;MOGI MIRIM;SUPER POSTO IRMAOS ZORZETTO LTDA; 48.836.860/0001-96;RODOVIA MOJI MIRIM/AGUAS DA PRATA;S/N;KM 51;SANTA CRUZ;13800-970;DIESEL S10;14/07/2026;6,29;;R$ / litro;BRANCA
SE;SP;MONTE ALTO;AUTO POSTO CIDADE SONHO LTDA; 63.921.399/0001-63;RUA JEREMIAS DE P. EDUARDO;2113;;CENTRO;15910-000;DIESEL;14/07/2026;6,68;;R$ / litro;RAIZEN
SE;SP;MONTE ALTO;AUTO POSTO CIDADE SONHO LTDA; 63.921.399/0001-63;RUA JEREMIAS DE P. EDUARDO;2113;;CENTRO;15910-000;DIESEL S10;14/07/2026;7,08;;R$ / litro;RAIZEN
SE;SP;MONTE ALTO;AUTO POSTO PIGNATTA LTDA; 53.741.583/0001-78;RUA NHONHO LIVRAMENTO;2328;;CENTRO;15910-000;DIESEL;14/07/2026;6,29;;R$ / litro;BRANCA
SE;SP;MONTE ALTO;AUTO POSTO PIGNATTA LTDA; 53.741.583/0001-78;RUA NHONHO LIVRAMENTO;2328;;CENTRO;15910-000;DIESEL S10;14/07/2026;6,97;;R$ / litro;BRANCA
SE;SP;MONTE ALTO;AUTO POSTO PRIMAVERA DO MONTE ALTO LTDA; 01.099.550/0001-72;RUA NHONHO LIVRAMENTO;2216;;CENTRO;15910-000;DIESEL;14/07/2026;6,49;;R$ / litro;RAIZEN
SE;SP;MONTE ALTO;AUTO POSTO PRIMAVERA DO MONTE ALTO LTDA; 01.099.550/0001-72;RUA NHONHO LIVRAMENTO;2216;;CENTRO;15910-000;DIESEL S10;14/07/2026;6,89;;R$ / litro;RAIZEN
SE;SP;OLIMPIA;HIROCHI & LUCIANA KITAGAWA COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA; 06.940.454/0001-29;RUA SIRIA;473;;PATRIM.S.J.BATISTA I;15400-000;DIESEL;15/07/2026;6,16;;R$ / litro;RAIZEN
SE;SP;OLIMPIA;HIROCHI & LUCIANA KITAGAWA COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA; 06.940.454/0001-29;RUA SIRIA;473;;PATRIM.S.J.BATISTA I;15400-000;DIESEL S10;15/07/2026;6,57;;R$ / litro;RAIZEN
SE;SP;OLIMPIA;AUTO POSTO HK LTDA; 49.684.426/0001-09;RUA SETE DE SETEMBRO;717;;BENEFICIENCIA;15400-114;DIESEL;15/07/2026;6,16;;R$ / litro;RAIZEN
SE;SP;OLIMPIA;AUTO POSTO HK LTDA; 49.684.426/0001-09;RUA SETE DE SETEMBRO;717;;BENEFICIENCIA;15400-114;DIESEL S10;15/07/2026;6,57;;R$ / litro;RAIZEN
SE;SP;OLIMPIA;HIROCHI KITAGAWA & CIA LTDA; 58.837.816/0001-54;AVENIDA AURORA FORTI NEVES;684;;CENTRO;15400-000;DIESEL;15/07/2026;6,16;;R$ / litro;RAIZEN
SE;SP;OLIMPIA;POSTO CALIFORNIA HK LTDA; 53.222.188/0001-89;AVENIDA GOV DR ADHEMAR P BARROS;21;;CENTRO;15400-000;DIESEL;15/07/2026;6,16;;R$ / litro;VIBRA
SE;SP;OLIMPIA;POSTO CALIFORNIA HK LTDA; 53.222.188/0001-89;AVENIDA GOV DR ADHEMAR P BARROS;21;;CENTRO;15400-000;DIESEL S10;15/07/2026;6,57;;R$ / litro;VIBRA
SE;SP;OLIMPIA;AUTO POSTO CERGAL LTDA; 49.710.551/0001-38;AVENIDA AURORA FORTI NEVES;317;;CENTRO;15400-000;DIESEL;15/07/2026;7,89;;R$ / litro;IPIRANGA
SE;SP;OLIMPIA;AUTO POSTO CERGAL LTDA; 49.710.551/0001-38;AVENIDA AURORA FORTI NEVES;317;;CENTRO;15400-000;DIESEL S10;15/07/2026;7,99;;R$ / litro;IPIRANGA
SE;SP;PAULINIA;A.M.S. AUTO POSTO LTDA; 03.446.890/0001-58;AVENIDA ANTONIO BAPTISTA PIVA;204;CH. REC. STA CATARINA;V. JOSE P. NOGUEIRA;13140-031;DIESEL S10;16/07/2026;6,39;;R$ / litro;BRANCA
SE;SP;PAULINIA;A.M.S. AUTO POSTO LTDA; 03.446.890/0001-58;AVENIDA ANTONIO BAPTISTA PIVA;204;CH. REC. STA CATARINA;V. JOSE P. NOGUEIRA;13140-031;DIESEL;16/07/2026;5,99;;R$ / litro;BRANCA
SE;SP;PAULINIA;AUTO POSTO BEIRA RIO PAULINIA LTDA; 00.558.134/0001-22;AVENIDA JOSE PAULINO;81;;JD FORTALEZA;13140-031;DIESEL S10;16/07/2026;6,89;;R$ / litro;IPIRANGA
SE;SP;PAULINIA;SERVICAR PAULINIA AUTO POSTO LTDA; 01.898.778/0001-22;AVENIDA PRESIDENTE GETULIO VARGAS;910;;VILA BRESSANI;13140-482;DIESEL;16/07/2026;6,29;;R$ / litro;IPIRANGA
SE;SP;PAULINIA;SERVICAR PAULINIA AUTO POSTO LTDA; 01.898.778/0001-22;AVENIDA PRESIDENTE GETULIO VARGAS;910;;VILA BRESSANI;13140-482;DIESEL S10;16/07/2026;6,78;;R$ / litro;IPIRANGA
SE;SP;PAULINIA;MAGNUM AUTO POSTO LTDA; 02.810.063/0001-39;AVENIDA PAULISTA;391;;BELA VISTA;13140-031;DIESEL S10;16/07/2026;6,49;;R$ / litro;BRANCA
SE;SP;PIRACICABA;TM COMBUSTIVEIS E SERVICOS LTDA; 08.958.446/0001-35;AVENIDA INDEPENDENCIA;2883;;DOS ALEMAES;13416-240;DIESEL;14/07/2026;6,79;;R$ / litro;RAIZEN
SE;SP;PIRACICABA;TM COMBUSTIVEIS E SERVICOS LTDA; 08.958.446/0001-35;AVENIDA INDEPENDENCIA;2883;;DOS ALEMAES;13416-240;DIESEL S10;14/07/2026;7,09;;R$ / litro;RAIZEN
SE;SP;PIRACICABA;AUTO POSTO 100 DE PIRACICABA LTDA; 05.416.077/0001-60;AVENIDA PIRACICAMIRIM;2766;;PIRACICAMIRIM;13417-780;DIESEL;14/07/2026;6,79;;R$ / litro;IPIRANGA
SE;SP;PIRACICABA;AUTO POSTO 100 DE PIRACICABA LTDA; 05.416.077/0001-60;AVENIDA PIRACICAMIRIM;2766;;PIRACICAMIRIM;13417-780;DIESEL S10;14/07/2026;6,99;;R$ / litro;IPIRANGA
